tenant,request_id,submit_time,ttft_ms,total_latency_ms,tokens_out,http_status,is_oom,error
rag,1093,1776634113.100871,0.0,0.5297660827636719,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 11 consecutive timeouts, cool"
rag,444,1776634009.798494,0.0,67382.71021842957,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,789,1776634031.6360822,0.0,1.0631084442138672,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,341,1776633943.4180126,0.0,102599.28321838379,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,802,1776634032.1397622,0.0,0.8933544158935547,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,47,1776633922.2491887,0.0,30036.178827285767,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,1072,1776634112.1131656,0.0,0.7154941558837891,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 10 consecutive timeouts, cool"
rag,49,1776633922.6877782,0.0,30020.6241607666,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,144,1776633929.7286942,0.0,54406.54110908508,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,801,1776634032.1166627,0.0,1.706838607788086,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,1086,1776634112.5460117,0.0,0.5130767822265625,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 10 consecutive timeouts, cool"
rag,790,1776634031.7006392,0.0,1.962900161743164,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,1132,1776634115.2812073,0.0,2.3894309997558594,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 17 consecutive timeouts, cool"
rag,0,1776633919.1395679,1411.395788192749,44169.02804374695,128,200,False,
rag,791,1776634031.726831,0.0,1.2722015380859375,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,792,1776634031.7472968,0.0,0.7627010345458984,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,441,1776634009.6282127,0.0,67425.70209503174,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,145,1776633929.7867913,0.0,54398.913621902466,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,1079,1776634112.379255,0.0,0.6384849548339844,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 10 consecutive timeouts, cool"
rag,846,1776634035.7603953,0.0,0.8461475372314453,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,314,1776633941.823073,0.0,102434.8726272583,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,443,1776634009.7673273,0.0,67372.05410003662,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,447,1776634010.1760144,0.0,68788.14387321472,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,824,1776634033.9643574,0.0,0.7050037384033203,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,794,1776634031.9324074,0.0,0.8261203765869141,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,1152,1776634116.9021595,0.0,1.1394023895263672,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 19 consecutive timeouts, cool"
rag,2,1776633919.1663468,3014.6126747131348,46211.49301528931,126,200,False,
rag,155,1776633930.5688279,0.0,54109.34925079346,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,825,1776634033.991839,0.0,0.5373954772949219,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,25,1776633921.2309248,0.0,30021.25120162964,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,439,1776634009.5324378,0.0,67313.85707855225,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,1080,1776634112.3813944,0.0,0.6513595581054688,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 10 consecutive timeouts, cool"
rag,22,1776633920.9696527,27702.085733413696,41458.78863334656,47,200,False,
rag,148,1776633930.027837,0.0,54326.892614364624,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,316,1776633941.9286811,0.0,102468.3928489685,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,800,1776634032.0813284,0.0,0.5247592926025391,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,1100,1776634113.566661,0.0,0.6735324859619141,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 13 consecutive timeouts, cool"
rag,823,1776634033.8933463,0.0,1.066446304321289,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,1078,1776634112.3748858,0.0,3.943920135498047,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 10 consecutive timeouts, cool"
rag,1091,1776634113.0481398,0.0,0.8306503295898438,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 11 consecutive timeouts, cool"
rag,317,1776633941.9348526,0.0,102482.6169013977,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,348,1776633943.73565,0.0,102757.16948509216,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,826,1776634034.0166252,0.0,0.8032321929931641,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,349,1776633943.814686,0.0,102707.26537704468,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
rag,797,1776634032.0442102,0.0,1.0685920715332031,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,18,1776633920.768531,23566.519737243652,41660.40086746216,61,200,False,
rag,803,1776634032.154289,0.0,0.6091594696044922,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 3 consecutive timeouts, coold"
rag,1101,1776634113.5722322,0.0,0.659942626953125,0,503,False,"HTTP 503: {""error"": ""engine unavailable"", ""detail"": ""vLLM circuit open for Qwen/Qwen2.5-7B-Instruct: 13 consecutive timeouts, cool"
rag,154,1776633930.503836,0.0,54159.088134765625,0,504,False,"HTTP 504: {""error"": ""engine timeout"", ""detail"": ""Timeout on reading data from socket""}"
